Year,Month,Month_Name,Monitoring_Station,City,Days_in_Month,AQI_Mean,AQI_Median,AQI_Min,AQI_Max,AQI_Std,PM2.5_Mean,PM10_Mean,NO₂_Mean,SO₂_Mean,CO_Mean,O₃_Mean,NH₃_Mean,Temp_Mean,Humidity_Mean,Wind_Speed_Mean,Rainfall_Total,Most_Common_Category,Days_Good,Days_Satisfactory,Days_Moderate,Days_Poor,Days_Very_Poor,Days_Severe
2020,9,September,Bawana,Delhi,30,96.8,102.4,40.3,135.0,28.0,35.6,149.1,37.6,19.6,0.97,47.8,191.3,28.0,74.6,4.0,136.6,Moderate,2,11,15,0,0,2
2020,9,September,DTU,Delhi,30,79.3,77.9,38.0,115.3,19.3,28.3,117.7,31.9,15.4,0.81,39.7,157.1,28.7,75.1,4.5,119.7,Satisfactory,2,23,5,0,0,0
2020,9,September,Dwarka,Delhi,30,82.5,79.0,42.2,126.5,21.0,27.8,127.7,33.3,16.4,0.81,40.3,168.6,28.0,75.7,3.9,153.1,Satisfactory,2,21,7,0,0,0
2020,9,September,ITO,Delhi,30,80.7,77.6,27.6,142.5,33.7,29.3,125.4,31.9,15.8,0.79,40.0,162.4,26.5,73.3,4.1,123.4,Satisfactory,7,15,8,0,0,0
2020,9,September,Jahangirpuri,Delhi,30,90.5,86.6,54.1,150.0,23.3,32.6,138.2,36.0,18.0,0.95,45.6,171.4,28.2,72.9,4.5,146.5,Satisfactory,0,20,10,0,0,0
2020,9,September,Lodhi Road,Delhi,30,74.4,73.2,31.9,139.6,24.6,26.9,116.0,29.5,15.0,0.77,37.6,152.0,29.8,74.7,4.1,181.1,Satisfactory,4,21,4,0,0,1
2020,9,September,Mandir Marg,Delhi,30,74.7,73.8,29.0,127.7,22.9,25.4,114.9,30.2,14.3,0.78,36.9,153.4,27.5,73.8,3.7,154.1,Satisfactory,3,22,5,0,0,0
2020,9,September,Punjabi Bagh,Delhi,30,76.2,76.2,20.3,121.2,24.6,26.4,114.0,29.9,15.6,0.75,37.6,152.7,28.9,74.9,4.1,128.5,Satisfactory,5,20,3,0,0,2
2020,9,September,RK Puram,Delhi,30,77.5,76.8,28.7,153.9,24.5,25.9,117.7,31.0,15.2,0.77,39.5,157.2,28.8,76.6,4.2,118.5,Satisfactory,3,24,3,0,0,0
2020,10,October,Anand Vihar,Delhi,31,216.8,208.4,114.4,412.9,73.3,75.7,335.1,85.9,43.1,2.17,107.7,426.1,28.0,47.6,4.3,0.0,Poor,0,0,13,14,2,2
2020,10,October,Bawana,Delhi,31,217.0,206.9,120.4,374.7,71.2,75.8,328.4,87.6,43.3,2.2,109.9,438.1,27.3,51.9,4.2,0.6,Moderate,0,0,14,12,5,0
2020,10,October,DTU,Delhi,31,193.2,175.1,91.9,333.3,67.1,66.7,294.4,77.3,38.6,1.91,96.5,386.0,28.5,49.4,3.9,0.0,Moderate,0,1,17,11,2,0
2020,10,October,Dwarka,Delhi,31,172.5,165.1,94.5,339.9,58.0,59.4,266.8,67.5,35.6,1.73,85.9,346.8,28.4,50.8,4.3,0.0,Moderate,0,4,19,7,1,0
2020,10,October,ITO,Delhi,31,192.8,166.8,106.6,325.0,67.2,68.9,296.7,77.6,38.0,1.94,96.8,389.4,27.5,51.5,4.3,0.5,Moderate,0,0,17,10,3,1
2020,10,October,Jahangirpuri,Delhi,31,207.4,184.1,65.0,350.7,71.7,71.8,320.0,82.4,40.4,2.08,103.8,413.8,28.2,49.3,3.7,0.1,Moderate,0,1,18,8,4,0
2020,10,October,Lodhi Road,Delhi,31,173.9,168.3,69.8,321.0,53.9,61.4,268.5,69.4,34.6,1.79,86.7,348.8,27.7,47.5,4.2,0.2,Moderate,0,2,21,7,1,0
2020,10,October,Mandir Marg,Delhi,31,161.5,146.7,72.7,323.2,65.3,56.2,247.5,64.4,32.6,1.62,81.7,324.4,28.7,54.6,4.2,0.0,Moderate,0,6,16,8,1,0
2020,10,October,Punjabi Bagh,Delhi,31,178.1,171.0,79.1,322.3,63.9,61.7,273.7,71.4,35.7,1.8,88.3,353.7,27.5,51.0,4.0,0.0,Moderate,0,3,19,7,2,0
2020,10,October,RK Puram,Delhi,31,183.1,166.6,77.7,311.1,63.7,65.0,283.5,73.1,36.7,1.85,91.8,359.6,28.5,53.2,3.9,0.2,Moderate,0,3,18,9,1,0
2020,11,November,Anand Vihar,Delhi,30,169.5,169.4,103.9,250.5,37.9,58.5,256.4,69.5,34.0,1.69,85.3,336.2,28.9,49.9,4.1,0.5,Moderate,0,0,23,7,0,0
2020,11,November,Bawana,Delhi,30,186.5,191.8,106.4,265.6,37.9,66.3,288.0,74.9,36.9,1.88,91.4,373.5,27.7,48.9,4.0,0.0,Moderate,0,0,17,11,0,2
2020,11,November,DTU,Delhi,30,165.8,171.7,102.0,263.5,33.4,59.1,255.5,66.6,32.4,1.64,83.7,332.5,27.7,49.7,3.6,0.2,Moderate,0,0,27,3,0,0
2020,11,November,Dwarka,Delhi,30,162.8,157.6,94.9,229.2,32.5,55.1,248.9,64.1,32.6,1.62,79.3,318.8,29.1,48.1,4.2,0.5,Moderate,0,2,24,4,0,0
2020,11,November,ITO,Delhi,30,177.9,173.2,81.7,279.8,47.4,61.4,274.7,71.2,35.4,1.79,90.0,353.3,28.2,51.5,3.7,0.0,Moderate,0,2,20,8,0,0
2020,11,November,Jahangirpuri,Delhi,30,167.0,163.2,96.0,253.6,36.6,59.3,256.6,67.1,33.1,1.69,83.5,334.7,26.6,52.2,4.4,0.4,Moderate,0,1,24,5,0,0
2020,11,November,Lodhi Road,Delhi,30,137.5,140.7,76.1,217.8,31.2,47.4,210.7,54.7,27.1,1.38,68.2,272.7,26.2,50.6,3.9,0.0,Moderate,0,2,27,1,0,0
2020,11,November,Mandir Marg,Delhi,30,134.5,133.3,54.0,191.5,34.6,45.5,206.1,53.4,27.3,1.34,67.5,264.7,28.7,51.5,3.7,0.0,Moderate,0,5,25,0,0,0
2020,11,November,Punjabi Bagh,Delhi,30,148.1,141.2,83.9,228.6,38.4,50.5,227.1,59.7,29.2,1.47,73.1,291.7,28.1,47.4,4.1,0.0,Moderate,0,3,22,4,0,1
2020,11,November,RK Puram,Delhi,30,141.0,139.8,88.1,198.7,24.8,47.5,218.7,57.1,28.1,1.44,70.8,277.5,28.4,49.8,4.1,0.2,Moderate,0,2,28,0,0,0
2020,12,December,Anand Vihar,Delhi,31,222.2,225.3,148.5,299.3,36.8,77.3,339.4,88.6,44.3,2.22,110.9,444.8,14.7,48.3,4.4,0.3,Poor,0,0,9,21,0,1
2020,12,December,Bawana,Delhi,31,249.0,238.8,166.1,348.0,47.3,86.7,381.9,99.4,49.6,2.5,124.1,496.0,13.8,54.2,3.7,0.3,Poor,0,0,4,22,5,0
2020,12,December,DTU,Delhi,31,191.0,186.6,94.6,284.3,47.6,66.3,295.1,76.0,38.6,1.92,94.8,378.8,15.4,49.7,4.0,0.0,Moderate,0,1,19,11,0,0
2020,12,December,Dwarka,Delhi,31,203.0,201.4,111.8,303.3,48.7,71.6,314.3,80.4,40.9,2.03,101.5,400.5,14.5,52.7,3.4,0.0,Poor,0,0,14,16,1,0
2020,12,December,ITO,Delhi,31,219.9,225.8,109.1,300.8,46.5,76.3,336.3,89.2,43.8,2.19,109.1,435.0,14.9,50.1,4.0,0.0,Poor,0,0,10,19,0,2
2020,12,December,Jahangirpuri,Delhi,31,216.9,208.1,80.2,334.9,57.8,76.6,332.2,86.3,42.4,2.18,109.1,438.1,15.5,51.2,3.9,0.0,Poor,0,2,8,18,3,0
2020,12,December,Lodhi Road,Delhi,31,181.8,180.5,105.2,287.5,40.3,62.9,283.8,72.8,36.8,1.76,90.6,365.1,15.6,50.4,4.2,0.0,Moderate,0,0,21,9,0,1
2020,12,December,Mandir Marg,Delhi,31,174.1,173.8,87.2,258.5,38.7,61.2,266.3,69.4,34.7,1.78,88.7,346.5,15.5,50.4,4.5,0.1,Moderate,0,2,21,8,0,0
2020,12,December,Punjabi Bagh,Delhi,31,193.4,191.2,74.3,259.0,44.0,65.8,298.9,77.6,38.6,1.91,96.4,389.9,14.1,48.4,4.0,0.0,Moderate,0,1,16,13,0,1
2020,12,December,RK Puram,Delhi,31,197.0,193.6,116.2,276.1,41.9,68.5,298.8,79.4,39.5,1.96,99.4,393.0,14.8,50.5,3.9,0.4,Moderate,0,0,18,13,0,0
2021,1,January,Anand Vihar,Delhi,31,235.8,235.4,152.8,313.6,42.0,82.3,363.8,94.2,47.7,2.39,117.6,475.0,14.9,45.6,3.6,0.5,Poor,0,0,8,18,3,2
2021,1,January,Bawana,Delhi,31,257.3,266.2,149.2,334.3,48.3,90.5,398.0,103.1,51.8,2.54,130.8,513.7,15.9,52.2,3.7,1.2,Poor,0,0,3,22,6,0
2021,1,January,DTU,Delhi,31,214.1,207.7,112.8,321.0,50.7,76.0,329.6,86.1,42.7,2.15,107.2,425.9,15.2,49.2,4.2,0.0,Poor,0,0,11,18,2,0
2021,1,January,Dwarka,Delhi,31,209.2,194.1,124.2,310.0,49.7,71.7,324.6,83.0,41.5,2.09,106.7,423.3,13.3,48.2,3.7,0.2,Moderate,0,0,16,13,2,0
2021,1,January,ITO,Delhi,31,207.4,223.6,111.7,290.9,43.5,72.5,318.2,83.1,41.1,2.05,103.8,422.1,16.0,49.2,3.8,0.0,Poor,0,0,12,19,0,0
2021,1,January,Jahangirpuri,Delhi,31,210.9,212.8,153.0,280.9,36.1,73.6,326.6,84.3,41.9,2.09,105.6,424.5,14.5,49.6,3.9,0.0,Poor,0,0,14,17,0,0
2021,1,January,Lodhi Road,Delhi,31,177.6,177.3,88.0,263.4,39.6,63.4,273.9,70.5,35.9,1.76,90.5,355.4,14.0,49.2,4.1,0.3,Moderate,0,1,24,6,0,0
2021,1,January,Mandir Marg,Delhi,31,180.6,172.0,102.2,277.1,46.2,63.6,277.5,72.0,36.6,1.81,92.0,356.6,14.9,50.0,4.1,0.0,Moderate,0,0,21,10,0,0
2021,1,January,Punjabi Bagh,Delhi,31,200.2,207.4,114.0,284.9,39.9,70.3,307.8,80.3,40.1,2.02,100.5,404.4,15.2,47.3,3.9,0.5,Poor,0,0,14,16,0,1
2021,1,January,RK Puram,Delhi,31,191.0,184.5,141.7,287.9,35.5,66.4,293.6,76.3,38.4,1.91,95.6,384.5,15.2,49.8,3.9,0.0,Moderate,0,0,20,11,0,0
2021,2,February,Anand Vihar,Delhi,28,232.5,233.4,144.4,361.4,48.3,80.3,357.5,92.3,46.8,2.33,116.4,467.8,14.4,54.1,3.5,0.6,Poor,0,0,7,19,2,0
2021,2,February,Bawana,Delhi,28,244.2,245.6,145.6,342.5,47.9,85.1,375.4,97.4,48.5,2.47,122.5,490.5,16.0,52.0,4.2,0.9,Poor,0,0,4,20,4,0
2021,2,February,DTU,Delhi,28,220.7,227.0,75.4,283.5,43.1,75.6,341.4,88.7,44.1,2.21,110.6,436.5,15.5,49.5,3.7,0.0,Poor,0,1,6,21,0,0
2021,2,February,Dwarka,Delhi,28,200.9,206.1,46.9,306.5,63.7,69.5,310.0,80.4,40.1,2.0,102.1,403.3,15.6,49.5,4.0,0.7,Moderate,1,0,13,13,1,0
2021,2,February,ITO,Delhi,28,217.1,228.2,121.3,275.8,42.9,75.8,334.2,87.1,43.6,2.18,109.3,438.5,15.7,50.1,4.0,0.0,Poor,0,0,8,20,0,0
2021,2,February,Jahangirpuri,Delhi,28,220.0,224.9,136.9,321.8,45.8,77.7,338.6,87.7,44.5,2.25,110.7,438.2,13.7,53.2,3.8,0.0,Poor,0,0,9,18,1,0
2021,2,February,Lodhi Road,Delhi,28,186.1,180.0,109.9,259.4,43.8,64.9,286.0,73.8,37.2,1.85,93.0,370.0,15.3,50.8,3.9,0.0,Moderate,0,0,18,10,0,0
2021,2,February,Mandir Marg,Delhi,28,181.0,171.6,112.3,261.2,37.4,63.0,281.4,71.7,36.3,1.78,91.3,354.3,15.3,45.2,3.6,1.0,Moderate,0,0,21,7,0,0
2021,2,February,Punjabi Bagh,Delhi,28,198.6,199.2,95.6,292.8,47.5,69.9,306.0,79.9,39.3,2.0,99.2,400.0,15.0,50.5,4.3,0.1,Poor,0,1,13,14,0,0
2021,2,February,RK Puram,Delhi,28,195.5,202.2,93.2,299.0,45.0,69.5,302.9,77.2,38.8,1.93,96.9,390.0,15.0,50.5,4.0,0.4,Poor,0,1,12,14,0,1
2021,3,March,Anand Vihar,Delhi,31,152.7,161.5,60.1,253.8,45.8,53.5,235.2,60.5,30.5,1.55,76.0,302.0,35.5,49.4,8.0,0.0,Moderate,0,3,23,4,0,1
2021,3,March,Bawana,Delhi,31,147.7,143.5,72.1,215.4,39.7,51.3,229.5,59.3,29.2,1.48,74.4,299.4,34.0,51.0,7.8,0.6,Moderate,0,5,22,4,0,0
2021,3,March,DTU,Delhi,31,140.3,139.3,55.2,218.4,39.2,49.8,216.5,56.2,28.1,1.43,71.2,278.0,35.8,50.9,7.7,0.4,Moderate,0,5,24,2,0,0
2021,3,March,Dwarka,Delhi,31,138.2,138.9,80.5,199.2,28.6,48.1,211.2,56.8,27.7,1.38,68.0,274.0,36.7,50.3,8.2,0.4,Moderate,0,4,27,0,0,0
2021,3,March,ITO,Delhi,31,151.0,146.2,47.1,261.1,50.5,53.1,230.6,60.3,30.0,1.49,74.9,296.0,34.4,47.8,7.6,0.0,Moderate,1,2,22,6,0,0
2021,3,March,Jahangirpuri,Delhi,31,135.7,143.3,64.2,190.1,32.0,47.5,206.6,54.2,27.0,1.37,68.9,271.7,34.9,48.7,8.2,0.0,Moderate,0,6,25,0,0,0
2021,3,March,Lodhi Road,Delhi,31,117.2,118.5,51.7,193.0,36.2,39.9,179.9,46.3,23.4,1.16,57.9,238.9,33.6,48.8,8.2,0.0,Moderate,0,9,22,0,0,0
2021,3,March,Mandir Marg,Delhi,31,125.0,123.7,65.7,190.8,33.1,44.3,190.0,50.1,24.7,1.26,62.8,249.1,35.2,50.9,8.4,0.7,Moderate,0,7,24,0,0,0
2021,3,March,Punjabi Bagh,Delhi,31,140.9,144.4,75.9,209.8,31.6,50.0,218.7,57.0,27.6,1.4,70.8,274.6,34.6,49.9,8.1,0.0,Moderate,0,4,26,1,0,0
2021,3,March,RK Puram,Delhi,31,118.8,119.6,61.4,197.7,35.5,41.6,182.5,47.3,23.6,1.19,60.6,232.8,34.9,51.1,7.9,0.0,Moderate,0,10,21,0,0,0
2021,4,April,Anand Vihar,Delhi,30,132.6,127.2,72.4,242.0,37.9,45.9,203.6,52.5,26.6,1.34,65.4,261.7,35.7,45.9,7.9,0.0,Moderate,0,5,24,1,0,0
2021,4,April,Bawana,Delhi,30,136.5,134.8,64.7,221.4,34.2,48.9,208.2,53.9,27.4,1.35,67.8,268.6,35.5,50.0,8.3,0.1,Moderate,0,4,25,1,0,0
2021,4,April,DTU,Delhi,30,122.1,117.8,62.4,202.8,34.8,43.0,185.4,49.0,24.9,1.24,62.8,247.3,34.4,52.9,8.0,0.0,Moderate,0,11,17,1,0,1
2021,4,April,Dwarka,Delhi,30,128.5,124.4,56.0,220.6,39.4,44.2,201.2,53.2,26.0,1.26,63.7,259.2,37.0,50.6,8.2,0.0,Moderate,0,7,22,1,0,0
2021,4,April,ITO,Delhi,30,131.2,129.0,47.4,198.0,34.1,45.7,204.6,53.2,25.8,1.32,65.1,260.8,33.4,49.8,8.4,0.0,Moderate,1,4,25,0,0,0
2021,4,April,Jahangirpuri,Delhi,30,125.2,130.0,56.1,189.2,34.0,43.7,193.9,50.0,25.4,1.26,63.8,248.0,34.2,47.7,8.1,0.0,Moderate,0,6,24,0,0,0
2021,4,April,Lodhi Road,Delhi,30,115.2,111.4,73.0,167.0,27.6,40.9,178.7,46.3,22.7,1.15,56.7,226.2,35.9,50.3,8.1,0.0,Moderate,0,9,20,0,0,1
2021,4,April,Mandir Marg,Delhi,30,111.2,113.0,58.2,182.1,30.5,38.4,169.7,44.7,22.3,1.12,56.1,225.7,34.7,48.5,7.9,0.0,Moderate,0,10,20,0,0,0
2021,4,April,Punjabi Bagh,Delhi,30,123.5,123.8,73.4,183.8,24.5,43.5,191.3,50.4,25.1,1.22,60.8,243.1,37.5,49.5,7.7,0.0,Moderate,0,4,26,0,0,0
2021,4,April,RK Puram,Delhi,30,116.9,117.4,39.4,209.1,32.7,39.9,181.2,47.3,23.3,1.16,58.9,231.5,33.5,48.8,7.9,0.0,Moderate,1,8,20,1,0,0
2021,5,May,Anand Vihar,Delhi,31,142.3,143.7,61.2,197.6,40.2,48.7,219.8,56.8,28.4,1.42,70.8,282.7,34.6,49.2,7.9,1.3,Moderate,0,5,25,0,0,1
2021,5,May,Bawana,Delhi,31,137.1,143.5,39.6,209.6,34.6,46.2,213.5,55.3,27.1,1.4,67.3,275.4,34.7,50.0,7.9,0.0,Moderate,1,1,26,1,0,2
2021,5,May,DTU,Delhi,31,126.5,129.0,47.5,206.9,42.3,44.4,194.0,50.5,25.2,1.28,62.0,253.1,34.2,51.1,8.5,0.0,Moderate,1,7,21,2,0,0
2021,5,May,Dwarka,Delhi,31,129.9,127.8,77.8,209.5,34.0,44.5,201.3,51.8,26.0,1.3,64.8,261.4,35.2,48.7,8.1,0.0,Moderate,0,6,23,1,0,1
2021,5,May,ITO,Delhi,31,134.5,137.2,26.9,212.3,43.7,46.9,206.1,54.0,27.5,1.34,67.1,268.3,35.5,45.4,7.5,0.0,Moderate,1,4,22,2,0,2
2021,5,May,Jahangirpuri,Delhi,31,137.6,136.1,54.3,210.8,37.4,48.0,211.4,54.7,26.5,1.37,68.4,276.5,33.9,50.0,8.5,0.6,Moderate,0,6,24,1,0,0
2021,5,May,Lodhi Road,Delhi,31,103.6,99.3,46.0,169.0,31.7,35.8,157.0,41.9,20.5,1.06,51.1,205.1,35.0,49.0,7.7,0.0,Moderate,1,15,15,0,0,0
2021,5,May,Mandir Marg,Delhi,31,103.8,108.5,46.3,161.6,29.0,37.7,158.7,40.9,21.7,1.03,51.6,207.5,33.8,52.0,7.6,0.0,Moderate,1,9,21,0,0,0
2021,5,May,Punjabi Bagh,Delhi,31,117.6,115.3,66.3,180.6,26.1,39.6,180.9,47.2,23.7,1.19,57.9,237.5,34.4,49.4,8.4,0.1,Moderate,0,6,24,0,0,1
2021,5,May,RK Puram,Delhi,31,102.5,102.2,22.2,160.9,32.5,34.5,159.7,41.3,20.2,1.05,51.0,194.1,33.8,49.3,8.3,0.0,Moderate,2,11,16,0,0,2
2021,6,June,Anand Vihar,Delhi,30,97.3,100.8,33.6,136.3,24.8,35.2,148.8,38.5,19.6,1.01,49.5,190.6,28.2,75.1,4.1,145.3,Moderate,1,12,14,0,0,3
2021,6,June,Bawana,Delhi,30,92.0,90.8,30.5,164.0,31.6,31.2,141.9,37.4,18.2,0.95,48.2,185.6,27.3,74.0,3.8,134.6,Satisfactory,2,15,12,0,0,1
2021,6,June,DTU,Delhi,30,87.1,89.2,0.0,127.0,25.1,31.2,133.2,34.0,17.2,0.89,42.8,178.9,27.9,74.3,3.7,146.4,Satisfactory,1,19,9,0,0,1
2021,6,June,Dwarka,Delhi,30,77.2,74.3,28.1,141.0,27.9,28.3,119.8,32.4,15.3,0.77,38.9,157.6,27.8,75.4,4.0,162.2,Satisfactory,3,19,7,0,0,1
2021,6,June,ITO,Delhi,30,88.9,86.9,32.7,142.4,22.6,31.7,137.4,34.3,17.6,0.9,43.6,180.0,27.8,74.4,3.7,145.8,Satisfactory,1,21,8,0,0,0
2021,6,June,Jahangirpuri,Delhi,30,88.3,89.6,34.4,139.1,30.2,30.1,135.8,35.2,17.1,0.89,44.8,176.7,28.1,74.0,3.7,160.3,Satisfactory,2,14,11,0,0,3
2021,6,June,Lodhi Road,Delhi,30,75.1,73.4,33.7,121.2,23.2,26.8,114.8,29.6,15.0,0.77,36.8,146.0,28.4,74.7,3.3,128.4,Satisfactory,3,20,6,0,0,1
2021,6,June,Mandir Marg,Delhi,30,69.1,65.2,19.1,134.5,27.4,23.5,108.0,28.0,13.8,0.66,35.4,139.9,29.0,72.7,3.9,121.3,Satisfactory,5,20,4,0,0,1
2021,6,June,Punjabi Bagh,Delhi,30,79.4,77.0,48.1,128.5,22.9,26.6,118.2,32.3,15.2,0.81,39.9,162.0,27.2,73.9,3.7,164.6,Satisfactory,3,21,6,0,0,0
2021,6,June,RK Puram,Delhi,30,71.9,76.2,35.2,116.2,21.3,25.7,111.0,29.8,14.2,0.7,35.4,136.9,28.7,73.8,4.3,159.3,Satisfactory,7,21,2,0,0,0
2021,7,July,Anand Vihar,Delhi,31,87.6,90.8,16.7,148.1,29.9,31.0,133.9,34.0,16.8,0.89,43.3,170.5,26.8,75.4,4.2,168.6,Satisfactory,5,16,10,0,0,0
2021,7,July,Bawana,Delhi,31,97.6,102.0,49.0,135.5,25.1,33.9,153.1,39.5,19.9,0.97,49.3,192.7,26.8,74.5,4.0,123.4,Moderate,1,13,17,0,0,0
2021,7,July,DTU,Delhi,31,78.9,75.0,34.2,126.0,20.4,27.1,124.2,31.1,15.9,0.78,41.1,162.9,28.9,70.3,4.4,179.0,Satisfactory,2,23,6,0,0,0
2021,7,July,Dwarka,Delhi,31,92.5,95.9,47.2,137.6,25.5,31.8,141.2,36.6,18.5,0.93,46.5,177.2,27.6,74.3,4.1,163.6,Satisfactory,1,18,12,0,0,0
2021,7,July,ITO,Delhi,31,80.5,85.8,18.8,145.7,31.9,27.7,122.5,31.8,16.2,0.8,40.8,167.8,28.4,73.4,3.7,155.6,Satisfactory,4,20,7,0,0,0
2021,7,July,Jahangirpuri,Delhi,31,85.2,87.9,22.7,134.7,25.9,28.8,131.4,34.2,16.2,0.81,42.8,172.2,27.8,76.8,3.9,157.2,Satisfactory,3,20,7,0,0,1
2021,7,July,Lodhi Road,Delhi,31,81.9,83.6,27.1,129.0,24.2,28.3,125.4,32.6,15.8,0.83,39.4,163.8,29.3,75.1,4.2,145.2,Satisfactory,4,20,6,0,0,1
2021,7,July,Mandir Marg,Delhi,31,75.2,74.2,34.7,122.8,22.5,25.9,114.1,30.9,14.8,0.77,38.6,151.9,27.2,75.1,3.9,187.3,Satisfactory,5,21,5,0,0,0
2021,7,July,Punjabi Bagh,Delhi,31,77.8,79.4,29.8,129.3,21.9,26.0,120.0,30.8,15.9,0.8,37.5,160.3,28.1,77.0,4.0,218.0,Satisfactory,3,24,4,0,0,0
2021,7,July,RK Puram,Delhi,31,78.4,78.2,5.9,120.7,27.9,27.3,119.3,32.5,15.4,0.77,40.1,158.2,28.4,75.2,4.1,197.1,Satisfactory,4,19,8,0,0,0
2021,8,August,Anand Vihar,Delhi,31,89.2,90.5,36.5,127.8,21.2,30.0,140.0,35.7,17.8,0.9,44.7,174.6,28.4,72.2,4.0,158.6,Satisfactory,1,18,11,0,0,1
2021,8,August,Bawana,Delhi,31,88.6,89.7,19.2,118.7,21.3,31.4,138.6,36.2,18.3,0.89,44.8,172.6,28.6,72.2,3.8,212.4,Satisfactory,1,21,7,0,0,2
2021,8,August,DTU,Delhi,31,80.9,79.9,31.4,141.7,29.3,29.3,120.4,32.3,15.5,0.79,40.8,165.7,27.6,73.3,3.7,173.3,Satisfactory,6,17,8,0,0,0
2021,8,August,Dwarka,Delhi,31,89.9,83.7,32.0,154.5,32.8,29.2,139.4,35.2,17.9,0.93,44.5,180.5,27.9,74.9,4.4,161.0,Satisfactory,2,17,10,0,0,2
2021,8,August,ITO,Delhi,31,82.3,85.7,44.2,139.1,24.4,27.6,127.5,32.5,16.6,0.85,41.5,168.3,28.0,75.9,4.1,148.1,Satisfactory,3,23,5,0,0,0
2021,8,August,Jahangirpuri,Delhi,31,83.7,85.5,31.3,129.9,26.0,31.1,129.9,33.2,17.2,0.83,42.7,169.9,28.3,75.4,3.9,105.3,Satisfactory,3,17,9,0,0,2
2021,8,August,Lodhi Road,Delhi,31,79.3,80.3,47.4,110.8,16.8,27.9,121.5,31.6,15.6,0.8,39.1,163.5,28.3,75.8,3.7,124.7,Satisfactory,1,27,2,0,0,1
2021,8,August,Mandir Marg,Delhi,31,69.4,71.2,38.3,133.4,19.0,25.4,108.8,28.4,13.3,0.67,34.3,136.9,28.0,73.7,4.5,165.7,Satisfactory,2,23,2,0,0,4
2021,8,August,Punjabi Bagh,Delhi,31,80.2,76.6,40.5,118.2,21.5,27.6,122.9,31.4,16.1,0.82,39.7,158.7,27.2,76.4,4.5,152.5,Satisfactory,1,22,8,0,0,0
2021,8,August,RK Puram,Delhi,31,74.6,72.0,39.2,124.4,19.6,25.1,116.7,29.5,14.4,0.73,37.4,152.4,29.0,75.2,3.5,159.3,Satisfactory,2,24,4,0,0,1
2021,9,September,Anand Vihar,Delhi,30,92.0,90.6,30.6,160.8,26.3,31.6,141.9,37.7,18.1,0.91,45.4,181.1,27.8,74.6,3.9,133.8,Satisfactory,1,21,7,0,0,1
2021,9,September,Bawana,Delhi,30,99.7,99.3,44.9,146.1,26.7,34.9,149.6,39.4,19.8,0.99,50.1,196.7,28.0,73.2,3.7,147.2,Moderate,1,14,15,0,0,0
2021,9,September,DTU,Delhi,30,87.1,85.8,46.3,141.7,22.6,31.3,133.7,35.3,17.5,0.88,43.6,175.4,27.9,76.8,3.4,188.9,Satisfactory,1,19,9,0,0,1
2021,9,September,Dwarka,Delhi,30,89.4,86.9,30.5,138.4,27.1,31.8,140.0,35.0,17.8,0.89,44.4,181.6,27.8,72.6,3.8,161.6,Satisfactory,3,15,9,0,0,3
2021,9,September,ITO,Delhi,30,93.9,95.3,49.4,155.2,25.3,33.2,144.3,37.7,18.9,0.95,46.6,187.2,28.0,75.2,4.0,158.1,Satisfactory,1,17,12,0,0,0
2021,9,September,Jahangirpuri,Delhi,30,82.1,86.2,11.4,135.6,26.1,28.8,125.5,32.5,16.3,0.83,43.6,165.0,27.7,76.9,4.1,140.2,Satisfactory,3,20,6,0,0,1
2021,9,September,Lodhi Road,Delhi,30,73.7,73.6,16.2,126.0,28.3,26.6,112.1,30.2,14.7,0.76,37.2,149.0,27.4,75.7,3.3,116.3,Satisfactory,7,17,6,0,0,0
2021,9,September,Mandir Marg,Delhi,30,77.4,80.1,31.8,126.6,25.1,26.0,117.8,30.0,15.6,0.78,37.4,155.5,29.3,77.4,4.2,105.2,Satisfactory,6,18,5,0,0,1
2021,9,September,Punjabi Bagh,Delhi,30,84.7,87.8,23.6,129.8,25.6,28.6,128.3,33.9,17.0,0.83,43.5,170.2,27.0,74.3,3.8,162.5,Satisfactory,3,19,8,0,0,0
2021,9,September,RK Puram,Delhi,30,85.3,83.2,39.7,126.6,18.7,29.8,129.9,34.4,16.9,0.86,43.7,175.9,27.8,73.7,4.5,131.9,Satisfactory,1,23,4,0,0,2
2021,10,October,Anand Vihar,Delhi,31,210.9,173.1,41.4,380.7,89.5,75.3,324.5,84.1,42.0,2.13,104.5,418.2,26.6,47.7,3.8,0.3,Moderate,1,1,16,4,9,0
2021,10,October,Bawana,Delhi,31,202.4,183.8,103.4,345.7,67.7,70.4,310.8,80.3,40.6,2.06,101.5,403.8,28.3,52.3,4.2,0.2,Moderate,0,0,18,8,5,0
2021,10,October,DTU,Delhi,31,180.4,152.3,65.5,351.0,78.5,61.9,279.5,72.9,36.4,1.82,91.4,363.1,29.5,53.0,3.4,0.0,Moderate,0,2,20,5,4,0
2021,10,October,Dwarka,Delhi,31,196.2,169.6,71.7,359.6,82.6,69.4,304.4,78.2,39.4,1.96,99.3,386.5,29.2,47.1,3.8,0.1,Moderate,0,1,18,7,5,0
2021,10,October,ITO,Delhi,31,197.2,188.4,78.9,328.8,64.0,69.4,304.0,79.2,39.1,1.97,98.4,394.7,28.0,53.2,4.5,0.1,Moderate,0,1,16,12,2,0
